x,y,Name,Genes
10.386433,-1.7366822,2-Ketobutyric acid (HMDB00005),BCKDHB BCKDHA PDHA2 PDHA1 PDHB UROC1 TMLHE ALKBH3 LDHC BCKDK LDHB OGDHL ALKBH2 CTH LDHAL6A OXGR1 LDHAL6B OGDH 
17.80677,-3.1671207,2-Methoxyestrone (HMDB00010),UGT1A10 UGT2B11 UGT2B10 UGT2A1 UGT2B15 UGT1A1 UGT2B28 UGT2B17 COMT UGT1A6 UGT1A5 UGT2A3 UGT2B4 UGT1A4 UGT1A3 UGT1A9 UGT1A8 SHBG UGT1A7 
12.119088,-1.6710141,Sulfatide (HMDB00024),ARSA ADAMTSL1 GALC GAL3ST1 SELP PSAP SELL LAMA1 MBP ARSE ARSD 
10.038171,-1.6102157,Tetrahydrobiopterin (HMDB00027),TPH2 TPH1 NOS3 GCH1 TYR PTS NOS2A QDPR TH SPR PAH NOS1 PCBD1 GCHFR 
10.707078,-1.6702678,Biotin (HMDB00030),BTD HLCS PC DKFZP686B20267 PCCB PCCA MCCC1 MCCC2 ACACB SLC5A6 ACACA 
33.171585,10.515273,Androsterone (HMDB00031),UGT2B11 UGT2B10 UGT2A1 UGT2B15 UGT1A1 AKR1C2 UGT2B17 AKR1C1 AKR1C4 AKR1C3 AR DHRS9 UGT2B4 UGT2B7 UGT1A10 UGT2B28 SULT2A1 UGT1A6 UGT1A5 UGT2A3 UGT1A4 UGT1A3 UGT1A9 UGT1A8 UGT1A7 
9.698407,-1.5383649,Aldosterone (HMDB00037),AKR1D1 PTGER4 FN1 ADM NR3C2 NR3C1 EGFR CTGF MLPH CYP11B2 NPPB CYP11B1 SGK PRKD1 AGTR1 
9.328008,-1.7387387,Butyric acid (HMDB00039),HDAC5 SLC16A1 HDAC3 HDAC4 HDAC1 HDAC2 ACSM1 PPARG CASP3 TNF HDAC9 
10.244797,-1.2254893,Acetic acid (HMDB00042),ACYP1 ACOT12 ACYP2 PAFAH2 ALDH3A2 ALDH7A1 ALDH1A3 ALDH3A1 PIGL PAFAH1B1 ALDH9A1 ASPA PAFAH1B3 PAFAH1B2 ACHE ACY3 PON3 PON2 ACY1 PLA2G7 CLYBL CYP17A1 ALDH1B1 ALDH2 ALDH3B2 ALDH3B1 ACSS2 ACSS1 SIAE 
10.22952,-1.813245,Ascorbic acid (HMDB00044),EGLN2 EGLN1 PHYH EGLN3 LEPRE1 BBOX1 LEPREL2 LEPREL1 TMLHE CYBASC3 P4HA1 PLOD1 P4HA2 P4HA3 P4HB PAM PH4 SLC23A3 SLC23A2 SLC23A1 DBH PLOD3 PLOD2 ALKBH3 OGFOD1 OGFOD2 
10.8907,-1.6805546,Adenosine monophosphate (HMDB00045),ENTPD1 ENTPD3 ACSL3 ACSL1 ENTPD8 AMFR ACSL6 ACSL5 ACSL4 CHFR ASS1 KARS PARS2 TARS2 TRIM11 RNF2 RP11-163G10.1 ADCY1 MYCBP2 RTCD1 CBLC CBLB RNF8 RNF5 UBE2L6 UBE2L3 SEPHS1 HERC3 HERC2 HERC1 IARS2 SEPHS2 SIAH1 MARS2 SIAH2 TOPORS QARS RAD18 HPRT1 DZIP3 TARSL2 VARS PDE1C PDE1B PDE1A ACSM1 NEDD4L EPRS FARS2 UBE2J1 UBE2J2 PDE2A WARS AMPD1 AMPD2 AMPD3 UBE2G2 UBE2G1 PRPF19 GARS AARS HARSL ADK LRSAM1 AACS HINT1 HLCS TRIM5 LARS UBE4A UBE2E2 UBE2E3 UBE4B WWP2 SYVN1 UBE2E1 ITCH APRT MIB1 RFWD2 RNF128 LARS2 NEDD4 MARS TRIP12 CARS2 HNP95 IBRDC2 PYGB NUDT2 PYGL RARS PYGM NUDT5 NUDT12 RNF138 ENPP1 ENPP3 LOC51619 MYLIP UBE2H UBE2I UBE2C LIG1 PDE6H PDE6G UBE2F SARS LIG4 UBE2A HUWE1 UBE2B LIG3 MID1 UBE2W UBE2Z UBE2S UBE2U CNOT4 UBE2O RARSL PDE7B UBE2M UBE2N PARK2 UBE2D3 UBE2D1 UBE3A UBE2D2 UBE3B UBE3C YARS2 NT5C HARS AK3L2 NT5M ACSS2 ACSS1 PDE8B PDE8A AASDHPPT PDE10A2 YARS FANCL DARS2 CCNB1IP1 CREB1 UBE2R2 BIRC6 UBA2 IARS SLC27A5 SAE1 MDM2 PDE9A UBE1C VARSL AK1 AK2 AK3 AK5 MARCH10 AK7 NARS DARS TRIM63 SMURF2 SMURF1 ASNS MARCH9 MARCH8 MARCH7 PJA1 MARCH6 MARCH5 MARCH4 PJA2 MARCH3 NT5C1A MARCH2 SARS2 MARCH1 NT5C1B PDE3B PDE3A UBA7 UBA6 UBR5 GMPS UBR4 NRF1 TARS UBR2 UBR1 NT5C3 FHIT PDE11A NT5C2 UBE2Q2 PDE4C PDE4B PDE4A PRPS1L1 RNF25 ADSL DKFZP686F1612 PDE4D DCK WARS2 RNF20 CDC34 PDE10A LNX1 GTAP PDE5A STUB1 TRIM32 TRIM33 UBE1 PRPS2 CANT1 ADPGK MGRN1 PRPS1 CBL NADSYN1 ZNRF1 ZNRF2 NARS2 PDE6D UBE2NL BPNT1 FARSLB FARSLA EARS2 
11.086069,-1.4475992,Adenosine (HMDB00050),AHCYL1 SLC35B3 NP AHCY SLC35B2 ADK DCK NT5C3 NT5C2 NT5C1A ADORA2B NT5C1B ADORA2A NT5C ADORA3 NT5M ADORA1 ADA KIAA0828 
10.18959,-1.6987281,Ammonia (HMDB00051),AOC2 AOC3 AMPD1 AMPD2 ASRGL1 AMPD3 UPB1 DAO GLUD1 GLUD2 GNPDA1 GNPDA2 HAL HMBS CPS1 CTH ADA CDA RHCG GLS2 GDA MAOB MAOA GMPR GMPS GLS PIG59 PNPO AID RHBG SDS CAD AMT QPCT CTPS2 CTPS BTD DCTD LOX PADI4 PADI3 RHAG PADI2 PADI1 GMPR2 F13A1 DDO FTCD TGM2 TGM1 TGM7 TGM6 TGM5 TGM4 TGM3 ABP1 
9.132596,-1.6289854,Androstenedione (HMDB00053),SRD5A2 HSD3B1 CYP3A43 HSD3B2 CYP4B1 AKR1C3 AR CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2S1 CYP11B2 LEP CYP11B1 CYP1A2 CYP1A1 CYP2E1 AKR1D1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP17A1 CYP4Z1 CYP4X1 CYP2B6 CYP2A13 HSD17B2 CYP2D6 HSD17B3 SRD5A1 CYP1B1 CYP2F1 CYP2J2 
17.739586,-3.243229,Bilirubin (HMDB00054),UGT1A10 UGT2B11 UGT2B10 ABCC2 UGT2A1 UGT2B15 UGT1A1 UGT2B28 UGT2B17 AFP SLCO1B1 ALB HMOX1 UGT1A6 UGT1A5 UGT2A3 UGT2B4 UGT1A4 UGT1A3 UGT1A9 BLVRB UGT1A8 BLVRA UGT1A7 
10.289675,-1.2801148,Beta-Alanine (HMDB00056),SLC6A6 ALDH3A2 ALDH7A1 ALDH1B1 ALDH2 ALDH1A3 GAD2 GAD1 ALDH9A1 ABAT CNDP1 UPB1 
10.837034,-1.675806,Cyclic AMP (HMDB00058),PDE6H PDE6G TRPV2 BATF MRGPRD ADM2 PTPN7 PDE7B GPHB5 PDE7A PLCD3 ATF2 ATF3 HCN4 TORC3 ATF1 PRUNE CRTC1 ADCY1 EPB42 ADCY5 ADCY4 AKAP8 AKAP7 ADCY3 AHR EPB49 PRKY PRKX ADCY2 AKAP5 ADCY9 ADCY8 ADCY7 AKAP2 ADCY6 CREB3L1 SLC9A3R2 GNAT3 NPVF CREB3L2 CREB3L3 LZTS1 PDE8B KCNH1 PDE8A PTGDR KCNH2 PDE10A2 CREBBP ABCA1 TMEM132A NONO PPBP SLC9A3R1 VASP PBX1 RPS27 CREB3 CREB1 PRKAR1B GDNF PPP1R1A PKIB PRKAR1A PKIA CNGB3 KCNA10 PKIG ATF7 CREB5 ATF4 CNGB1 ATF5 PDE9A KCNE3 PDE1C CALCA PLIN PDE1B PDE1A CREM RXFP1 RXFP2 RXFP3 RXFP4 STK11 PRKACG LIPE PRKAR2B PRKAR2A PDE2A PRKACB PRKACA MRGPRX2 GPBAR1 RAP2A PHOX2B FXYD1 NR5A1 MEIS1 SFPQ RAPGEF2 PDE3B PDE3A JDP2 RAPGEF3 RAPGEF6 RAPGEF4 BHLHB2 PDE11A ITPR1 RIC8B CROP RAP1A RAP1B HRH4 P2RY5 RHPN2 PDE4C CNGA2 SKIP CNGA3 PDE4B CNGA4 PDE4A KCNH3 ADIPOQ KCNH4 KCNH5 KCNH6 KCNH7 KCNH8 PDE4DIP MBD2 PDE4D FARP1 TSHR CORT PDE10A SLCO4C1 PDE5A HCN1 HCN3 HCN2 GPHA2 PTGER2 ASIP ABCC11 PDC SLC4A7 RPS6KA5 AKAP13 CYP17A1 SYNGAP1 ENPP1 EP300 PDE6D 
11.624076,-1.6459775,A3P (HMDB00061),HS3ST3A1 HS3ST1 HS3ST3B1 CHST7 GAL3ST1 HS3ST5 HS3ST2 SULT2A1 SULT1A2 TPST2 SULT2B1 CHST12 SULT1E1 CHST13 GALNAC4S6ST TPST1 ENPP1 CHST11 ENPP3 BPNT1 CHST3 SULT1A3 
17.34841,21.29115,L-Carnitine (HMDB00062),SLC22A5 SLC22A4 CPT1B CPT1A SLC22A16 SLC25A29 CPT2 BBOX1 SLC25A20 CROT CPT1C CRAT 
9.535301,-1.5926493,Cortisol (HMDB00063),HSD11B2 POMC HSD3B1 CYP11B2 CYP21A2 HSD3B2 CYP11B1 P450-CYP21B NR3C2 NR3C1 HSD11B1 
9.773188,-1.58743,Cholesterol (HMDB00067),ABCA1 CEL LCAT DHCR24 CYP46A1 CYP7A1 CH25H LIPA CYP27A1 SOAT2 APOA1 CYP11A1 SOAT1 DHCR7 
9.996235,-1.5066141,Epinephrine (HMDB00068),PNMT MAOB MAOA PAH ADRB1 ADRB2 TAAR1 COMT ADRA2B ADRA1A ADRA2A 
9.872215,-1.5839026,Dopamine (HMDB00073),CADPS2 AOC2 DDC AOC3 MAOB MAOA CADPS DBH SLC6A3 COMT DRD1IP DRD1 DRD2 DRD3 DRD4 DRD5 ABP1 
11.136502,-1.9526391,CTP (HMDB00082),PCYT1A ENTPD1 ENTPD3 PCYT1B POLR3GL CAD PKLR ENTPD8 NME4 CTPS2 POLRMT NME6 CTPS NME1 NME2 POLR3A PFKM PFKL NME7 POLR1A POLR3D POLR1B POLR1C POLR1D POLR1E POLR3G POLR3H POLR3K PFKP CDS2 CDS1 RP11-163G10.1 CANT1 CMAS DKFZP686D10173 ZNRD1 POLR2A POLR2B PKM2 
11.05986,-1.4253772,Cytidine (HMDB00089),AICDA APOBEC3H UCKL1 NT5C3 CUGBP2 NT5C2 NT5C1A UCK2 UCK1 NT5C1B NT5C ZNF638 NT5M AID GNE CDA 
11.082239,-1.4934164,C5P (HMDB00095),ENTPD1 ENTPD3 ST8SIA1 ST6GAL1 ENTPD8 MGC26963 UCKL1 LOC129607 NT5C1A UCK2 UCK1 CHPT1 NT5C1B ST6GALNAC4 RP11-163G10.1 CANT1 CMAS NT5C3 NT5C2 TMEM23 NT5C ST3GAL5 NT5M ST3GAL6 CDIPT ST3GAL1 ST3GAL3 ST3GAL4 
10.345441,-1.1022123,Choline (HMDB00097),PCYT1A BCHE PCYT1B CHKB CHKA SLC5A7 PHOSPHO1 CHDH ACHE SLC44A4 SLC44A2 SLC22A1 SLC44A3 ADH1C ADH1B SLC44A1 ADH1A PLD6 CHAT GDE1 PLD2 PLD1 PLD4 ADH7 PLD3 ADH5 CEPT1 
10.240559,-1.1968222,Ethanol (HMDB00108),GABRA1 ADH1C ADH1B MPST ADH1A AKR1A1 ADH6 ADH7 ADH4 GRIN3A GLRA1 ADH5 GLRA2 ALDH1B1 ALDH2 ALDH3B2 ALDH3B1 CYP2E1 
10.308581,-1.296762,Gamma-Aminobutyric acid (HMDB00112),GABRA3 GABRA2 GABRQ GABBR2 GABARAPL2 GABRP GABRA1 GABARAPL1 GABBR1 GABRA6 GAD2 GABRA5 GAD1 GABRA4 GABRG1 GABRG3 GABRG2 ALDH3A2 ALDH7A1 GATM ALDH1A3 ALDH9A1 ADC GABRB3 GABARAP GABRB2 GABRB1 ABAT GABRR2 GABRR1 ALDH1B1 ALDH2 GABRE GABRD EARS2 
10.303753,-1.704032,Folic acid (HMDB00121),MTHFS FOLR4 SLC25A32 GNMT FOLR3 FOLR2 SLC19A1 DYR SLC19A2 FOLR1 DHFR FTCD 
11.242719,-1.8913743,D-Glucose (HMDB00122),G6PC MGAM GCKR AGL GAA G6PC2 GANC GCK LALBA GCS1 GLA LCT GPI B4GALT1 B4GALT2 GBA ADPGK TREH SLC2A1 HK1 GBA3 HK3 HK2 GANAB SI PGM1 
10.320075,-1.7147206,Glycine (HMDB00123),GPR18 GLYATL2 GLYATL1 GSS GNMT BAAT GCAT DAO GATM SLC6A9 LAP3 GLRB SARDH AGXT2 GART GARS AGXT GLDC ALAS2 ALAS1 SHMT2 SHMT1 GLYAT SLC6A5 GLRA1 GCSH GLRA2 GLRA3 ANPEP PIPOX 
10.53383,-1.4808629,Glutathione (HMDB00125),GSTM5 GPX1 GGT6 GSTM4 RALBP1 GSTM3 GSTK1 GPX3 GSTM2 GPX2 GSTM1 GSR GPX5 HAGHL GPX4 GSTO2 GPX7 GSTO1 GSS GPX6 GSTZ1 GSTA5 GSTA4 GSTA3 GSTA2 GSTA1 HAGH PTGES GLO1 GSTP1 MGST2 MGST3 TXNDC12 GSTT2 MGST1 GSTT1 LOC51064 LTC4S GGTLA1 GGTL3 PTGDS2 GGT1 
10.350782,-1.3309337,Glycerol 3-phosphate (HMDB00126),GK3P GK ESCO1 GDE1 GK2 GK5 PGS1 GPD1 GPAM GPD2 GPD1L DKFZP451P0819 DKFZP451B1115 
10.259825,-1.194384,Glycerol (HMDB00131),GK3P CPT1B GYPB CPT1A GK ANXA3 ADH1C LPL AKR1B1 ADH1B ADH1A AKR1A1 GK2 ADH7 GK5 ADH5 LIPE GLB1 CPT2 GLA LCT MGLL 
8.981509,-1.7010715,Formic acid (HMDB00142),CYP51A1 GCH1 CYP3A43 CYP4B1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 MTHFD2 CYP2S1 MTHFD1 CYP1A2 CYP1A1 CYP2E1 ASPA ACY3 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 PDF CYP4Z1 CYP4X1 CYP2B6 CYP2A13 AFMID CYP2D6 MTHFD1L CYP1B1 CYP2F1 CYP2J2 
11.493976,-1.8102313,D-Galactose (HMDB00143),GALK1 MGAM GALNS GALC COLEC12 GLB1 AKR1B1 GAA GLA LCT GANC 
9.164597,-1.5702072,Estrone (HMDB00145),UGT2A1 CYP3A43 CYP2C9 CYP2C8 ALB CYP1A2 CYP1A1 UGT1A10 HSD17B6 HSD17B7 CYP3A4 HSD17B8 CYP3A5 CYP3A7 SLCO1B1 STS CYP4X1 HSD17B1 HSD17B2 CYP2D6 UGT2A3 CYP1B1 UGT2B11 UGT2B10 UGT2B15 UGT1A1 UGT2B17 CYP4B1 ESR1 DHRS8 CYP2A7 CYP2A6 CYP2S1 UGT2B4 CYP2E1 SHBG SLC22A7 UGT2B28 HSD17B12 CYP2C19 CYP19A1 CYP4Z1 CYP2B6 SULT1E1 CYP2A13 UGT1A6 UGT1A5 UGT1A4 UGT1A3 ARSE UGT1A9 CYP2F1 UGT1A8 ARSD CYP2J2 UGT1A7 
10.3083315,-1.7001718,L-Glutamic acid (HMDB00148),AASS GFPT1 GSR GSS GPT2 GFPT2 ASNS GRIN1 GLUD1 ALDH4A1 GLUD2 GRIN3B FOLH1 PSAT1 ALDH18A1 ADC SLC1A1 TAT GMPS GRIK2 GPT GLS ABAT GGTLA1 DNPEP PIG59 GGT6 CAD AADAT GOT2 GOT1 GAD2 GAD1 CTPS2 CTPS SLC25A18 GCLC GGCX NAGS AGXT2 BCAT2 BCAT1 OAT EPRS NADSYN1 GRM1 FTCD OPLAH GRM4 GGTL3 GRIN2B FPGS GRM8 GRM7 PPAT GLUL GGT1 EARS2 
9.0605955,-1.6478554,Estradiol (HMDB00151),UGT2A1 CYP3A43 CYP2C9 CYP2C8 CYP1A2 CYP1A1 UGT1A10 NR1I2 HSD17B6 HSD17B7 CYP3A4 HSD17B8 CYP3A5 CYP3A7 CYP4X1 HSD17B1 HSD17B2 CYP2D6 UGT2A3 CYP1B1 UGT2B11 UGT2B10 UGT2B15 UGT1A1 UGT2B17 CYP4B1 ESR1 ESR2 DHRS8 CYP2A7 CYP2A6 CYP2S1 UGT2B4 CYP2E1 SHBG UGT2B28 HSD17B12 CYP2C19 CYP19A1 CYP4Z1 CYP2B6 CYP2A13 UGT1A6 UGT1A5 UGT1A4 UGT1A3 UGT1A9 CYP2F1 UGT1A8 CYP2J2 UGT1A7 
17.753468,-3.2287781,Estriol (HMDB00153),UGT1A10 UGT2B11 UGT2B10 UGT2A1 UGT2B15 UGT1A1 UGT2B17 UGT2B28 HSD17B7 ESR1 HSD17B8 HSD17B1 HSD17B2 UGT1A6 UGT1A5 UGT1A4 UGT2A3 UGT2B4 UGT1A3 UGT1A9 UGT1A8 UGT1A7 
10.144401,-1.6950316,L-Tyrosine (HMDB00158),YARS TH TPO GOT2 GOT1 PAH TAT FGFR1 TTL YARS2 EGFR TYR 
10.164625,-1.6942126,L-Phenylalanine (HMDB00159),DDC GOT2 GOT1 TAT CCBL1 MPO LPO FARS2 EPX PRDX6 SLC7A8 TH PAH FARSLB FARSA FARSLA 
10.354516,-1.7434312,L-Alanine (HMDB00161),AARS2 PGLYRP4 PGLYRP3 GPT2 AGXT2L2 SLC1A4 GPT NFS1 SLC7A8 KYNU AGXT2 SCLY PGLYRP2 PGLYRP1 SLC38A3 AARS AGXT 
10.222944,-1.8200195,L-Proline (HMDB00162),EGLN2 EGLN1 EGLN3 LEPRE1 PYCR1 PYCR2 LEPREL2 LEPREL1 SLC6A7 PPIA P4HA1 LAP3 P4HA2 P4HA3 PPIG PARS2 PPIF PH4 PPIH PPIB C14ORF149 PYCRL EPRS MLSN1 PRODH 
10.418139,-1.7246009,L-Asparagine (HMDB00168),DDOST NARS2 DAD1 RPN1 NARS RPN2 ASNS STT3B ASRGL1 STT3A SLC1A5 SLC38A3 
11.305162,-1.9170862,D-Mannose (HMDB00169),GYPB ALG3 HK1 HK3 GCK HK2 GNPTAB MAN1B1 MAN1C1 GLA MAN1A2 MAN2A1 MAN1A1 
10.971094,-1.5127757,Inosinic acid (HMDB00175),ENTPD1 ENTPD3 ENTPD4 ENTPD5 AMPD1 ENTPD8 AMPD2 AMPD3 NT5C1A IMPDH1 IMPDH2 NT5C1B ADSSL1 DKFZP761J1915 ITPA HPRT1 CANT1 GMPR2 GMPR PYGB PYGL PYGM NT5C3 NT5C2 ATIC NT5C NT5M ADSS 
10.211164,-1.7545575,L-Lysine (HMDB00182),DOT1L MLL2 AASS MLL3 WHSC1 SETDB1 SETD7 EHMT1 EHMT2 PLOD3 PLOD2 PRDM2 MLL BTD FBXL10 FBXL11 PLOD1 KARS NSD1 WBP7 SETD2 EZH2 WHSC1L1 
10.305157,-1.7630844,L-Serine (HMDB00187),SDS SHMT2 SHMT1 SARS SLC1A4 CBS SARS2 SPTLC1 SPTLC2 SRR SPTLC3 SERINC1 AGXT PSPH 
11.174139,-1.9518944,ITT (HMDB00189),ENTPD1 ENTPD3 PKLR ENTPD8 NME4 NME6 UCKL1 NME1 GCK NME2 PFKM UCK2 PFKL NME7 UCK1 SUCLA2 ITPA SUCLG2 SUCLG1 PFKP CANT1 HK3 HK2 PKM2 PCK1 
10.327764,-1.6762857,L-Aspartic acid (HMDB00191),PAICS DARS CAD GOT2 ACY3 GOT1 GAD2 GAD1 ASNS ASRGL1 DARS2 GLUD1 ASS1 ASPH ADSSL1 ADSS SLC25A13 ASPA SLC25A12 
11.082976,-1.4392918,Inosine (HMDB00195),NT5C1A NP NT5C1B NT5C ENT4 ADAT1 NT5M NT5C3 ADA NT5C2 
10.31099,-1.7475739,Oxoglutaric acid (HMDB00208),IDH1 AASS PHYH AADAT GOT2 IDH3G GOT1 BBOX1 IDH2 ADHFE1 GPT2 TMLHE GLUD1 GLUD2 P4HA1 PLOD1 P4HA2 PSAT1 P4HA3 ASPH SLC25A11 DLD L2HGDH AGXT2 BCAT2 BCAT1 OGDH OAT TAT PLOD3 PLOD2 GPT ABAT OGDHL HIF1AN PHGDH IDH3A IDH3B 
11.539035,-1.6583561,A2G (HMDB00212),SPAM1 GALNS B3GALNT1 HYAL1 HYAL2 B3GNT7 SLC35D1 C1GALT1 B4GALNT2 B4GALNT4 B4GALNT3 GALK2 
10.249135,-1.6606094,Ornithine (HMDB00214),OAT SLC25A2 ARG1 ARG2 ODC1 ACY1 OAZ1 OAZ2 OAZ3 AZIN1 SLC7A6 GATM ALDH18A1 OTC SLC25A15 
5.9996085,21.224499,N-Acetyl-D-glucosamine (HMDB00215),B4GALT3 B4GALT4 B4GALT1 CHIA B4GALT2 HEXA HEXB LYZL1 LYZL2 RENBP NAGPA LYZ POMGNT1 LYZL6 CHIT1 NAGK NAGLU SPACA5 GNE 
9.91614,-1.4758432,Norepinephrine (HMDB00216),SYT5 PNMT GK MAOB MAOA DBH ADRB1 ADRB2 ADRB3 SLC6A2 ADRA2C ADRA1B COMT ADRA2B ADRA1A ADRA2A PAH NET 
9.823062,-1.5346767,NAP (HMDB00217),MECR G6PD GSR HSD3B1 HSD3B2 DHDH NR1 CYP39A1 ALDH4A1 CYP2C9 CYP2C8 CYP24A1 MTHFD2 MTHFD1 CYP1A2 GAPDHS CYP1A1 DHCR7 ALDH1L2 ALDH1L1 AKR1D1 RETSAT ADH1C ADH1B ADH1A HSD17B7 HSD17B8 CYP4X1 HSD17B1 GMDS HSD17B2 CYP2D6 MTHFD1L HSD17B3 CYP1B1 FDFT1 AASDHPPT IDH1 CYP4F2 IDH2 CYP4F3 MTHFR KCNAB2 KMO PGD DHFR CYP27A1 QDPR ALDH3A2 ALDH7A1 CYP2A7 POR CYP2A6 CYP2S1 FASN ALDH3A1 ALDH12 NOX1 BLVRB BLVRA TSTA3 MTRR PECR CYP46A1 FVT1 CYP2C19 ART4 CYP19A1 TM7SF2 ADH7 ART5 ADH5 ART3 CYP27B1 ART1 CYP2B6 CYP2R1 ALDH3B2 MLSTD2 ALDH3B1 FDXR MLSTD1 TXNDC2 DYR DECR1 DECR2 CYP2J2 AASS TXNRD3 TXNRD2 CYP3A43 CYP4A11 TXNRD1 PYCR1 PYCR2 SIRT6 AKR1A1 CYP7B1 DHCR24 GRHPR GLUD1 GLUD2 BST1 DPYD RDH5 ALDH18A1 H6PD GMPR CYP3A4 CYP7A1 CYP3A5 CYP3A7 HSD11B2 NNT LTB4DH SPR AFMID RDH10 ME2 ME1 DKFZP686B0215 CD38 ME3 NADK HSD11B1 NQO1 CBR3 CBR1 NOS3 CYP51A1 AKR1C2 DCXR AKR1C1 FMO1 CYP4B1 AKR1C4 FMO2 AKR1C3 FMO3 FMO4 FMO5 CYP8B1 FMO6 SC4MOL DHRS4 NOS2A DHRS9 CAT ALDH1A3 CYP21A2 ZADH1 ALDH9A1 CYP2E1 GAPDH GMPR2 AKR1B1 CYP4A22 RDH8 HMGCR NUDT7 CRYZ CYP17A1 CYP4Z1 NSDHL ALDH1B1 ALDH2 CYP2A13 NOS1 SC5DL CYP2F1 
10.218705,-1.5770617,Palmitic acid (HMDB00220),ACOT8 ACSL3 ACSL1 ACSL6 ACSL5 ACSL4 THEDC1 BAAT FASN PPT2 PPT1 ACOT2 ACOT7 ACOT4 
9.746873,-1.5337714,NADPH (HMDB00221),MECR G6PD GSR HSD3B1 HSD3B2 DHDH CYP39A1 ALDH4A1 CYP2C9 CYP2C8 CYP24A1 MTHFD1 CYP1A2 GAPDHS CYP1A1 NCF1 DHCR7 CDO1 ZNF554 ALDH1L2 ALDH1L1 AKR1D1 ADH1C ADH1B ADH1A NCF1C HSD17B7 GLRX HSD17B8 CYP4X1 IYD HSD17B1 HSD17B2 CYP2D6 MTHFD1L HSD17B3 CYP1B1 FDFT1 AASDHPPT IDH1 CYP4F2 IDH2 CYP4F3 MTHFR CYBB CYBA KMO PGD DHFR CYP27A1 QDPR ALDH3A2 ALDH7A1 CYP2A7 POR CYP2A6 CYP2S1 FASN NOXA1 NOX4 NOX5 BLVRB BLVRA NOX3 TSTA3 MTRR NCF2 NCF4 PECR CYP46A1 FVT1 CYP2C19 CYP19A1 TM7SF2 CYP2C18 ADH7 ADH5 CYP27B1 CYP2B6 CYP2R1 ALDH3B2 MLSTD2 ALDH3B1 FDXR MLSTD1 HMOX1 DYR DECR1 DECR2 CYP2J2 AASS TXNRD3 TXNRD2 CYP3A43 CYP4A11 TXNRD1 PYCR1 PYCR2 AKR1A1 CYP7B1 DHCR24 GRHPR GLUD1 GLUD2 DPYD ALDH18A1 H6PD GMPR CYP3A4 CYP7A1 CYP3A5 CYP3A7 DUOX1 HSD11B2 DUOX2 NNT LTB4DH SPR RDH12 RDH11 RDH10 HTATIP2 ME2 ME1 DKFZP686B0215 RDH14 ME3 HSD11B1 NQO1 CBR3 CBR1 NOS3 CYP51A1 AKR1C2 DCXR AKR1C1 FMO1 CYP4B1 AKR1C4 FMO2 AKR1C3 FMO3 FMO4 FMO5 CYP8B1 DHRS3 FMO6 SC4MOL DHRS4 NOS2A DHRS9 ALDH1A3 CYP21A2 ZADH1 ALDH9A1 CYP2E1 GAPDH GMPR2 AKR1B1 CYP4A22 RDH8 HMGCR NUDT7 CRYZ CYP17A1 CYP4Z1 NSDHL ALDH1B1 ALDH2 CYP2A13 NOS1 RAC2 SC5DL CYP2F1 
11.089163,-1.4568974,NMN (HMDB00229),NMNAT3 NT5C3 NT5C2 NUDT12 NT5C1A NMNAT2 NMNAT1 ENPP1 NT5C1B NT5C ENPP3 NT5M PBEF1 
9.157955,-1.6120888,Testosterone (HMDB00234),SRD5A3 UGT2A1 SRD5A2 HSD3B1 CYP3A43 HSD3B2 CYP2C9 CYP2C8 GSTA3 ALB CYP1A2 CYP1A1 UGT1A10 AKR1D1 MAOA HSD17B6 CYP3A4 HSD17B8 CYP3A5 CYP3A7 CYP4X1 HSD17B2 CYP2D6 HSD17B3 UGT2A3 CYP1B1 UGT2B11 UGT2B10 UGT2B15 UGT1A1 UGT2B17 CYP4B1 AKR1C3 AR DHRS8 CYP2A7 CYP2A6 CYP2S1 UGT2B4 CYP2E1 SHBG UGT2B28 CYP2C19 CYP19A1 CYP4Z1 CYP2B6 SULT1E1 CYP2A13 CYP11A1 NPPB UGT1A6 UGT1A5 SRD5A1 UGT1A4 UGT1A3 UGT1A9 CYP2F1 UGT1A8 CYP2J2 UGT1A7 
10.425199,-1.7286437,Pyruvic acid (HMDB00243),SDS SLC16A1 PDHA2 SLC16A2 PDHA1 PKLR GPT2 MPST PISD DAO PC ILVBL CTH DLD AGXT2 LDHAL6A LDHAL6B AGXT ADCY1 AMD1 HDC NPL PDHB ADCY5 ADCY4 ADCY3 ADCY2 GPT ADCY9 ADCY8 ABAT ADCY7 ADCY6 LDHD LDHC LDHB SLC16A7 ME2 ME1 SLC16A8 DLAT PKM2 ME3 SLC16A3 SLC16A4 SLC16A5 SLC16A6 
10.395846,-1.3682423,Riboflavin (HMDB00244),MAOA RFT1 RFK MTHFR ACP5 PYGL ACP6 ACPT ACP1 RFT1SV BLVRB ACPP 
